promo_id,start_date,end_date,shop_id,item_category_id,promo_type,promo_channel,discount_pct,demand_uplift_mult
1033,2022-11-07,2022-11-09,44,58,Combo Offer,Flyer,0.3,1.9
1034,2025-01-04,2025-01-11,10,39,Combo Offer,In-Store,0.09,1.59
1035,2024-11-02,2024-11-06,30,80,Weekend Saver,In-Store,0.3,1.88
1036,2023-06-20,2023-06-23,31,48,Festive Mega Sale,In-Store,0.12,1.96
1037,2024-02-03,2024-02-10,48,78,Clearance,WhatsApp,0.32,2.12
1038,2023-12-30,2024-01-01,28,9,Category Discount,In-Store,0.29,1.42
1039,2021-03-05,2021-03-10,19,39,Buy X Get Y,Flyer,0.33,1.43
1040,2025-06-25,2025-07-02,29,62,Category Discount,In-Store,0.33,1.63
1041,2025-12-16,2025-12-19,31,95,Festive Mega Sale,In-Store,0.11,1.34
1042,2022-06-01,2022-06-09,48,83,Clearance,In-Store,0.16,1.69
1043,2023-12-20,2023-12-24,22,14,Combo Offer,In-Store,0.23,1.83
1044,2022-08-09,2022-08-17,41,73,Festive Mega Sale,Billboard,0.23,1.71
1045,2021-03-25,2021-03-31,6,27,Category Discount,In-Store,0.14,1.39
1046,2022-10-17,2022-10-21,45,37,Weekend Saver,App Notification,0.08,1.31
1047,2024-02-20,2024-02-24,45,72,Weekend Saver,In-Store,0.28,1.48
1048,2024-10-27,2024-10-29,30,20,Festive Mega Sale,In-Store,0.3,1.17
1049,2025-12-29,2025-12-31,12,28,Category Discount,WhatsApp,0.08,1.34
1050,2022-03-29,2022-04-04,44,67,Buy X Get Y,In-Store,0.16,1.55
1051,2021-04-30,2021-05-02,1,26,Category Discount,In-Store,0.19,1.38
1052,2023-01-29,2023-02-01,7,39,Price Drop,Flyer,0.2,1.29
1053,2022-09-29,2022-10-06,17,9,Category Discount,In-Store,0.1,1.45
1054,2023-10-13,2023-10-16,40,10,Weekend Saver,App Notification,0.31,1.62
1055,2022-07-21,2022-07-29,27,34,Weekend Saver,In-Store,0.07,1.37
1056,2022-07-21,2022-07-29,49,65,Combo Offer,In-Store,0.31,1.11
1057,2022-09-27,2022-10-03,3,3,Category Discount,In-Store,0.27,1.4
1058,2025-02-06,2025-02-09,24,35,Category Discount,In-Store,0.08,1.7
1059,2024-11-01,2024-11-07,24,48,Festive Mega Sale,App Notification,0.18,1.46
1060,2021-10-17,2021-10-25,13,81,Category Discount,In-Store,0.32,1.31
1061,2022-09-06,2022-09-13,4,45,Weekend Saver,In-Store,0.3,1.44
1062,2021-07-16,2021-07-19,22,1,Weekend Saver,Flyer,0.11,1.11
1063,2025-01-24,2025-01-27,33,74,Price Drop,In-Store,0.08,1.35
1064,2023-06-08,2023-06-12,3,29,Festive Mega Sale,In-Store,0.17,1.71
1065,2025-11-26,2025-11-30,21,12,Clearance,In-Store,0.2,1.67
1066,2022-07-17,2022-07-21,10,13,Festive Mega Sale,In-Store,0.2,2.08
1067,2021-02-19,2021-02-24,44,57,Category Discount,In-Store,0.31,2.01
1068,2025-06-28,2025-07-06,27,77,Category Discount,Flyer,0.31,1.85
1069,2024-08-05,2024-08-12,46,80,Category Discount,Flyer,0.28,1.33
1070,2024-10-19,2024-10-25,35,60,Category Discount,In-Store,0.07,1.78
1071,2025-08-28,2025-09-03,39,18,Clearance,In-Store,0.19,1.33
1072,2023-03-19,2023-03-24,44,9,Festive Mega Sale,Flyer,0.14,1.3
1073,2023-07-09,2023-07-12,46,36,Category Discount,In-Store,0.3,1.27
1074,2025-11-16,2025-11-24,13,86,Category Discount,App Notification,0.21,2.06
1075,2021-12-31,2022-01-06,15,38,Combo Offer,Flyer,0.24,1.98
1076,2022-10-02,2022-10-08,1,92,Category Discount,In-Store,0.29,1.14
1077,2021-11-07,2021-11-14,41,77,Category Discount,App Notification,0.23,1.62
1078,2025-11-09,2025-11-11,38,86,Category Discount,In-Store,0.22,1.81
1079,2022-03-15,2022-03-23,32,93,Festive Mega Sale,In-Store,0.27,2.06
1080,2025-06-08,2025-06-16,32,23,Festive Mega Sale,In-Store,0.08,1.37
1081,2022-10-20,2022-10-22,7,5,Combo Offer,Flyer,0.19,1.47
1082,2024-07-10,2024-07-18,3,29,Buy X Get Y,App Notification,0.26,1.75
1083,2022-10-22,2022-10-27,40,70,Price Drop,Flyer,0.16,1.86
1084,2023-01-23,2023-01-27,45,47,Weekend Saver,Billboard,0.28,1.62
1085,2025-04-14,2025-04-16,11,48,Category Discount,App Notification,0.14,1.34
1086,2021-11-20,2021-11-22,1,81,Combo Offer,In-Store,0.33,1.5
1087,2024-06-30,2024-07-02,2,41,Festive Mega Sale,In-Store,0.21,2.12
1088,2024-05-05,2024-05-12,33,19,Clearance,In-Store,0.18,1.93
1089,2022-02-13,2022-02-15,3,75,Weekend Saver,In-Store,0.1,1.72
1090,2021-03-17,2021-03-25,39,61,Buy X Get Y,App Notification,0.11,1.94
1091,2021-06-06,2021-06-10,22,22,Buy X Get Y,Flyer,0.32,1.91
1092,2025-12-08,2025-12-14,4,34,Category Discount,Flyer,0.09,1.19
1093,2022-04-24,2022-04-29,24,27,Category Discount,App Notification,0.23,1.11
1094,2022-12-29,2022-12-31,8,93,Price Drop,In-Store,0.21,1.56
1095,2025-09-21,2025-09-23,12,97,Weekend Saver,In-Store,0.18,1.98
1096,2025-10-25,2025-11-01,17,68,Clearance,WhatsApp,0.16,1.66
1097,2023-01-05,2023-01-13,39,96,Buy X Get Y,In-Store,0.3,1.63
1098,2021-08-30,2021-09-03,5,16,Category Discount,In-Store,0.32,1.22
1099,2021-11-03,2021-11-10,33,93,Clearance,In-Store,0.31,1.21
1100,2023-08-07,2023-08-09,37,71,Combo Offer,In-Store,0.19,1.17
1101,2021-08-04,2021-08-07,36,63,Combo Offer,In-Store,0.28,1.24
1102,2022-09-06,2022-09-13,14,57,Price Drop,WhatsApp,0.31,1.74
1103,2022-02-23,2022-02-25,12,36,Category Discount,In-Store,0.23,1.87
1104,2022-04-15,2022-04-21,20,61,Category Discount,In-Store,0.21,1.21
1105,2025-06-17,2025-06-24,50,67,Category Discount,Flyer,0.08,2.1
1106,2023-11-05,2023-11-12,3,94,Clearance,In-Store,0.13,1.68
1107,2022-10-17,2022-10-24,29,24,Category Discount,In-Store,0.16,2.13
1108,2025-01-21,2025-01-27,6,56,Category Discount,In-Store,0.34,1.62
1109,2023-02-11,2023-02-19,48,6,Category Discount,WhatsApp,0.28,1.15
1110,2023-07-17,2023-07-23,45,90,Combo Offer,Flyer,0.18,1.7
1111,2025-07-14,2025-07-20,23,87,Category Discount,In-Store,0.06,1.3
1112,2025-10-31,2025-11-03,14,13,Price Drop,In-Store,0.28,2.09
1113,2025-09-27,2025-10-02,11,10,Festive Mega Sale,App Notification,0.2,1.56
1114,2022-06-21,2022-06-23,7,92,Buy X Get Y,Flyer,0.18,1.27
1115,2022-12-04,2022-12-10,14,62,Category Discount,In-Store,0.14,1.3
1116,2023-11-03,2023-11-07,25,76,Price Drop,In-Store,0.27,1.65
1117,2022-04-10,2022-04-14,2,64,Price Drop,Flyer,0.12,1.73
1118,2021-05-04,2021-05-12,9,58,Category Discount,In-Store,0.06,1.98
1119,2021-05-22,2021-05-27,32,83,Festive Mega Sale,Flyer,0.27,1.23
1120,2022-07-29,2022-08-03,35,85,Weekend Saver,Flyer,0.15,2.06
1121,2023-01-19,2023-01-25,14,53,Festive Mega Sale,App Notification,0.21,1.62
1122,2023-02-21,2023-02-28,5,55,Clearance,WhatsApp,0.08,1.56
1123,2022-07-10,2022-07-16,7,11,Category Discount,WhatsApp,0.12,1.2
1124,2024-05-24,2024-06-01,26,75,Category Discount,In-Store,0.15,1.54
1125,2023-12-16,2023-12-23,28,35,Weekend Saver,In-Store,0.24,1.9
1126,2023-01-17,2023-01-19,2,7,Clearance,In-Store,0.07,1.41
1127,2021-02-14,2021-02-21,43,50,Category Discount,WhatsApp,0.35,1.87
1128,2024-07-17,2024-07-25,33,9,Buy X Get Y,In-Store,0.27,1.43
1129,2024-10-29,2024-11-06,14,27,Category Discount,In-Store,0.17,1.86
1130,2022-04-13,2022-04-17,14,83,Category Discount,App Notification,0.07,1.4
1131,2022-12-28,2023-01-04,22,63,Combo Offer,In-Store,0.35,1.93
1132,2023-10-19,2023-10-22,11,24,Clearance,In-Store,0.12,1.75
1133,2024-12-15,2024-12-20,31,48,Category Discount,In-Store,0.33,1.95
1134,2022-02-03,2022-02-10,27,99,Category Discount,In-Store,0.09,1.74
1135,2023-08-19,2023-08-22,19,78,Weekend Saver,In-Store,0.22,1.84
1136,2021-02-04,2021-02-10,31,1,Category Discount,In-Store,0.15,1.61
1137,2024-04-15,2024-04-18,32,71,Category Discount,In-Store,0.29,1.41
1138,2022-09-28,2022-10-05,20,59,Category Discount,App Notification,0.26,1.63
1139,2022-07-11,2022-07-17,6,86,Combo Offer,Flyer,0.23,1.53
1140,2024-03-21,2024-03-28,20,95,Price Drop,In-Store,0.28,1.67
1141,2023-02-13,2023-02-20,6,35,Buy X Get Y,Billboard,0.1,2.18
1142,2022-11-27,2022-11-29,14,32,Combo Offer,In-Store,0.26,1.83
1143,2021-01-10,2021-01-12,20,87,Category Discount,Billboard,0.05,1.47
1144,2021-10-15,2021-10-23,49,77,Category Discount,In-Store,0.14,1.25
1145,2024-09-21,2024-09-23,5,39,Festive Mega Sale,WhatsApp,0.07,1.36
1146,2021-12-27,2022-01-02,28,24,Price Drop,Flyer,0.13,1.76
1147,2023-12-20,2023-12-25,13,43,Weekend Saver,In-Store,0.24,1.78
1148,2023-12-23,2023-12-28,18,23,Weekend Saver,Billboard,0.35,1.52
1149,2021-08-02,2021-08-08,29,71,Category Discount,In-Store,0.15,2.02
1150,2024-05-15,2024-05-18,2,95,Category Discount,In-Store,0.14,1.41
1151,2022-03-28,2022-04-04,21,99,Weekend Saver,In-Store,0.3,1.34
1152,2025-07-22,2025-07-27,33,11,Price Drop,WhatsApp,0.14,1.94
1153,2023-03-24,2023-03-28,8,34,Category Discount,WhatsApp,0.35,1.88
1154,2025-06-02,2025-06-08,18,65,Combo Offer,WhatsApp,0.33,1.84
1155,2023-10-28,2023-11-05,9,89,Category Discount,Flyer,0.34,1.79
1156,2022-10-29,2022-11-02,34,31,Festive Mega Sale,In-Store,0.08,1.13
1157,2023-12-20,2023-12-26,2,7,Category Discount,Billboard,0.29,1.99
1158,2021-12-09,2021-12-12,37,97,Combo Offer,WhatsApp,0.31,1.83
1159,2023-06-03,2023-06-09,22,82,Festive Mega Sale,In-Store,0.18,2.03
1160,2021-10-07,2021-10-15,27,41,Buy X Get Y,Flyer,0.19,1.73
1161,2025-02-26,2025-03-06,18,93,Category Discount,Billboard,0.28,1.42
1162,2024-03-06,2024-03-08,44,57,Festive Mega Sale,Flyer,0.1,1.83
1163,2024-05-09,2024-05-14,28,88,Price Drop,In-Store,0.28,1.92
1164,2024-07-29,2024-08-04,46,81,Price Drop,In-Store,0.32,1.9
1165,2025-10-20,2025-10-25,43,97,Combo Offer,In-Store,0.06,1.78
1166,2022-07-10,2022-07-17,36,23,Buy X Get Y,App Notification,0.27,1.78
1167,2025-07-07,2025-07-10,23,49,Clearance,In-Store,0.08,1.83
1168,2023-01-17,2023-01-22,30,69,Category Discount,Flyer,0.13,1.86
1169,2024-03-24,2024-03-26,49,28,Category Discount,In-Store,0.09,1.65
1170,2023-09-15,2023-09-21,26,13,Weekend Saver,In-Store,0.07,1.37
1171,2025-01-13,2025-01-19,40,41,Category Discount,In-Store,0.28,1.95
1172,2024-03-12,2024-03-18,19,1,Price Drop,In-Store,0.21,1.5
1173,2021-03-08,2021-03-12,1,28,Buy X Get Y,In-Store,0.05,1.24
1174,2021-11-13,2021-11-16,48,82,Category Discount,Flyer,0.27,1.38
1175,2022-02-20,2022-02-22,10,28,Category Discount,In-Store,0.07,1.2
1176,2022-10-24,2022-10-29,8,49,Category Discount,Billboard,0.21,1.99
1177,2021-10-01,2021-10-07,14,75,Category Discount,Flyer,0.17,1.12
1178,2024-04-08,2024-04-15,6,100,Combo Offer,App Notification,0.28,1.52
1179,2022-12-17,2022-12-22,18,27,Category Discount,Flyer,0.19,1.97
1180,2025-12-06,2025-12-10,2,2,Price Drop,App Notification,0.21,1.92
1181,2022-04-09,2022-04-17,7,19,Weekend Saver,In-Store,0.27,1.58
1182,2023-01-20,2023-01-26,47,96,Category Discount,In-Store,0.16,1.12
1183,2022-04-06,2022-04-11,9,52,Category Discount,In-Store,0.23,1.75
1184,2023-12-26,2023-12-28,49,86,Combo Offer,Flyer,0.07,1.76
1185,2024-11-05,2024-11-09,37,66,Category Discount,Flyer,0.07,1.6
1186,2024-04-29,2024-05-05,32,51,Category Discount,Flyer,0.3,2.13
1187,2021-04-27,2021-05-02,32,57,Weekend Saver,WhatsApp,0.13,2.17
1188,2024-10-20,2024-10-23,30,13,Price Drop,WhatsApp,0.11,1.77
1189,2021-06-24,2021-06-28,29,53,Price Drop,In-Store,0.14,1.81
1190,2024-10-26,2024-11-02,19,91,Category Discount,In-Store,0.17,1.18
1191,2023-04-12,2023-04-20,1,93,Category Discount,Flyer,0.12,1.45
1192,2023-10-05,2023-10-11,28,71,Weekend Saver,In-Store,0.2,1.84
1193,2022-05-22,2022-05-27,10,83,Clearance,In-Store,0.19,1.21
1194,2024-11-03,2024-11-08,27,98,Price Drop,In-Store,0.29,1.35
1195,2021-07-08,2021-07-14,24,33,Category Discount,App Notification,0.28,1.33
1196,2024-10-02,2024-10-05,8,10,Clearance,Flyer,0.32,1.46
1197,2025-02-01,2025-02-09,37,38,Category Discount,In-Store,0.27,2.03
1198,2024-04-02,2024-04-07,16,87,Combo Offer,Flyer,0.21,2.08
1199,2022-07-31,2022-08-06,3,38,Category Discount,WhatsApp,0.16,1.58
1200,2022-04-27,2022-05-03,46,71,Price Drop,WhatsApp,0.18,1.13
1201,2024-06-21,2024-06-23,21,36,Combo Offer,WhatsApp,0.27,1.21
1202,2023-12-05,2023-12-13,37,65,Category Discount,In-Store,0.23,1.46
1203,2025-02-14,2025-02-17,5,39,Category Discount,In-Store,0.32,1.99
1204,2022-07-10,2022-07-17,32,83,Clearance,In-Store,0.06,1.73
1205,2023-06-04,2023-06-11,37,37,Category Discount,WhatsApp,0.31,1.28
1206,2022-07-26,2022-07-28,8,52,Category Discount,Flyer,0.3,1.66
1207,2025-09-16,2025-09-23,11,8,Category Discount,In-Store,0.32,1.73
1208,2024-07-27,2024-08-01,33,18,Category Discount,Billboard,0.23,1.99
1209,2021-02-28,2021-03-05,36,92,Clearance,WhatsApp,0.2,1.95
1210,2023-11-25,2023-12-02,36,19,Category Discount,WhatsApp,0.21,1.31
1211,2024-12-27,2025-01-02,17,81,Weekend Saver,WhatsApp,0.1,1.99
1212,2022-11-19,2022-11-22,7,14,Price Drop,In-Store,0.17,2.07
1213,2021-04-26,2021-05-02,35,58,Weekend Saver,In-Store,0.14,1.62
1214,2022-01-20,2022-01-24,32,24,Category Discount,App Notification,0.24,1.31
1215,2021-04-08,2021-04-13,22,13,Weekend Saver,In-Store,0.12,1.16
1216,2025-04-23,2025-04-26,24,40,Category Discount,In-Store,0.27,1.8
1217,2023-06-13,2023-06-16,22,34,Clearance,In-Store,0.11,1.33
1218,2025-02-03,2025-02-08,7,92,Price Drop,Flyer,0.3,1.51
1219,2024-02-05,2024-02-10,50,69,Buy X Get Y,Flyer,0.33,1.88
1220,2021-08-05,2021-08-11,39,60,Category Discount,WhatsApp,0.15,1.37
1221,2024-11-08,2024-11-11,3,72,Price Drop,In-Store,0.09,1.71
1222,2024-02-12,2024-02-14,48,33,Festive Mega Sale,In-Store,0.18,1.56
1223,2021-07-03,2021-07-07,40,36,Festive Mega Sale,Flyer,0.05,1.47
1224,2023-12-16,2023-12-24,45,11,Weekend Saver,In-Store,0.23,1.72
1225,2023-04-24,2023-04-26,7,14,Price Drop,App Notification,0.23,1.48
1226,2024-05-08,2024-05-16,2,23,Price Drop,In-Store,0.22,1.27
1227,2025-03-20,2025-03-22,25,54,Category Discount,In-Store,0.34,1.14
1228,2025-10-06,2025-10-14,30,46,Category Discount,App Notification,0.22,1.14
1229,2024-08-01,2024-08-09,25,48,Weekend Saver,In-Store,0.25,1.95
1230,2021-09-04,2021-09-10,27,70,Weekend Saver,Flyer,0.16,1.61
1231,2023-09-25,2023-09-29,39,57,Weekend Saver,App Notification,0.24,1.59
1232,2025-10-05,2025-10-12,41,17,Category Discount,In-Store,0.3,1.91
1233,2024-10-08,2024-10-13,22,76,Category Discount,Flyer,0.11,1.17
1234,2021-08-05,2021-08-08,39,50,Festive Mega Sale,In-Store,0.24,1.46
1235,2025-07-27,2025-08-02,35,81,Buy X Get Y,In-Store,0.27,2.05
1236,2025-08-09,2025-08-11,10,25,Weekend Saver,App Notification,0.24,1.94
1237,2024-05-02,2024-05-08,48,98,Category Discount,WhatsApp,0.08,1.68
1238,2022-08-28,2022-09-02,45,35,Festive Mega Sale,In-Store,0.11,1.92
1239,2021-01-18,2021-01-25,22,4,Weekend Saver,In-Store,0.27,2.07
1240,2022-10-21,2022-10-28,29,49,Price Drop,In-Store,0.27,1.85
1241,2025-09-26,2025-10-04,38,81,Price Drop,Billboard,0.1,1.25
1242,2021-07-12,2021-07-17,50,31,Category Discount,In-Store,0.35,1.99
1243,2023-01-11,2023-01-15,17,87,Category Discount,Billboard,0.29,2.15
1244,2023-06-26,2023-07-01,4,79,Clearance,WhatsApp,0.31,1.33
1245,2021-07-10,2021-07-14,49,6,Price Drop,Flyer,0.1,2.18
1246,2023-10-03,2023-10-05,20,4,Clearance,In-Store,0.21,1.62
1247,2024-01-03,2024-01-09,34,83,Buy X Get Y,Flyer,0.32,1.26
1248,2022-03-21,2022-03-25,12,67,Weekend Saver,Flyer,0.13,2.13
1249,2025-09-01,2025-09-08,17,6,Category Discount,In-Store,0.1,2.17
1250,2023-06-28,2023-07-06,5,29,Category Discount,App Notification,0.15,1.17
1251,2021-03-11,2021-03-17,16,89,Category Discount,In-Store,0.21,2.12
1252,2021-01-05,2021-01-12,2,49,Weekend Saver,In-Store,0.08,2.16
1253,2024-05-09,2024-05-16,1,45,Buy X Get Y,Flyer,0.26,1.69
1254,2024-04-29,2024-05-05,36,38,Combo Offer,In-Store,0.16,1.66
1255,2021-10-05,2021-10-07,7,18,Festive Mega Sale,Flyer,0.19,1.67
1256,2024-11-12,2024-11-19,1,14,Clearance,App Notification,0.28,1.5
1257,2022-01-10,2022-01-13,22,74,Price Drop,WhatsApp,0.18,1.25
1258,2023-06-08,2023-06-16,47,14,Category Discount,In-Store,0.1,2.19
1259,2024-01-28,2024-02-03,2,43,Price Drop,Billboard,0.3,2.09
1260,2023-04-07,2023-04-09,28,30,Category Discount,In-Store,0.11,1.31
1261,2022-05-09,2022-05-15,47,14,Price Drop,Billboard,0.14,1.26
1262,2025-07-13,2025-07-15,49,28,Price Drop,In-Store,0.13,2.11
1263,2021-03-18,2021-03-24,11,89,Buy X Get Y,WhatsApp,0.27,2.03
1264,2024-02-08,2024-02-12,4,45,Category Discount,In-Store,0.2,2.02
1265,2022-02-28,2022-03-08,47,49,Buy X Get Y,In-Store,0.32,1.61
1266,2021-10-14,2021-10-16,45,10,Price Drop,App Notification,0.28,1.68
1267,2024-01-29,2024-02-02,32,28,Festive Mega Sale,In-Store,0.3,1.39
1268,2025-07-12,2025-07-16,27,35,Category Discount,WhatsApp,0.25,1.44
1269,2022-02-26,2022-02-28,36,28,Price Drop,In-Store,0.18,1.46
1270,2021-08-29,2021-09-02,34,63,Weekend Saver,In-Store,0.21,1.36
1271,2021-12-13,2021-12-21,34,40,Festive Mega Sale,App Notification,0.3,2.02
1272,2021-07-10,2021-07-14,7,67,Price Drop,In-Store,0.22,2.19
1273,2025-11-27,2025-12-02,26,100,Price Drop,In-Store,0.18,1.89
1274,2022-07-03,2022-07-08,32,72,Category Discount,Flyer,0.22,1.68
1275,2022-12-27,2023-01-03,36,22,Weekend Saver,WhatsApp,0.34,1.61
1276,2023-07-07,2023-07-09,48,14,Combo Offer,In-Store,0.1,1.21
1277,2022-06-24,2022-07-02,24,48,Weekend Saver,In-Store,0.14,1.35
1278,2023-11-29,2023-12-04,34,27,Category Discount,In-Store,0.31,1.49
1279,2024-11-30,2024-12-04,28,6,Category Discount,In-Store,0.13,1.25
1280,2025-06-06,2025-06-11,48,45,Category Discount,Billboard,0.1,1.57
1281,2023-08-18,2023-08-20,50,89,Price Drop,Flyer,0.28,1.42
1282,2024-03-22,2024-03-26,12,53,Buy X Get Y,WhatsApp,0.3,1.86
1283,2021-01-17,2021-01-25,7,68,Price Drop,WhatsApp,0.25,1.95
1284,2021-08-05,2021-08-13,3,58,Weekend Saver,App Notification,0.14,1.46
1285,2025-02-14,2025-02-18,30,63,Festive Mega Sale,Flyer,0.29,1.39
1286,2021-02-01,2021-02-09,15,98,Category Discount,In-Store,0.15,2.02
1287,2024-05-18,2024-05-22,46,36,Weekend Saver,In-Store,0.17,1.9
1288,2023-09-16,2023-09-23,4,25,Category Discount,In-Store,0.19,1.64
1289,2021-11-01,2021-11-08,18,13,Clearance,In-Store,0.17,2.07
1290,2023-05-16,2023-05-19,27,16,Buy X Get Y,In-Store,0.14,1.73
1291,2024-11-21,2024-11-23,4,42,Category Discount,In-Store,0.17,1.62
1292,2024-04-20,2024-04-28,25,12,Festive Mega Sale,In-Store,0.34,1.47
1293,2024-07-23,2024-07-31,12,64,Weekend Saver,App Notification,0.32,1.14
1294,2025-09-30,2025-10-02,22,57,Weekend Saver,In-Store,0.27,1.28
1295,2024-01-12,2024-01-20,31,46,Category Discount,In-Store,0.09,1.79
1296,2021-09-26,2021-09-30,37,39,Festive Mega Sale,In-Store,0.31,1.69
1297,2022-07-27,2022-08-03,42,59,Category Discount,In-Store,0.33,2.17
1298,2022-11-23,2022-11-29,44,66,Weekend Saver,In-Store,0.13,1.98
1299,2021-08-27,2021-09-02,32,77,Weekend Saver,Flyer,0.3,1.16
1300,2024-05-15,2024-05-22,23,18,Category Discount,WhatsApp,0.33,1.7
1301,2021-02-05,2021-02-12,9,27,Buy X Get Y,In-Store,0.14,1.28
1302,2021-07-06,2021-07-08,21,68,Clearance,Billboard,0.07,1.87
1303,2021-06-27,2021-07-05,41,51,Price Drop,In-Store,0.09,1.26
1304,2021-01-07,2021-01-13,11,81,Weekend Saver,In-Store,0.16,1.37
1305,2025-09-13,2025-09-15,23,76,Festive Mega Sale,In-Store,0.13,1.8
1306,2021-06-05,2021-06-13,13,11,Price Drop,In-Store,0.08,1.24
1307,2022-08-02,2022-08-04,32,30,Price Drop,App Notification,0.11,1.23
1308,2025-07-11,2025-07-19,12,44,Clearance,In-Store,0.11,2.0
1309,2022-05-10,2022-05-18,11,45,Price Drop,Flyer,0.32,2.08
1310,2021-05-13,2021-05-21,49,93,Price Drop,In-Store,0.33,1.92
1311,2021-07-22,2021-07-24,13,44,Price Drop,In-Store,0.26,1.91
1312,2022-08-22,2022-08-28,1,47,Festive Mega Sale,In-Store,0.22,1.73
1313,2022-02-01,2022-02-08,22,100,Festive Mega Sale,In-Store,0.28,2.12
1314,2024-01-16,2024-01-20,44,8,Category Discount,App Notification,0.25,1.1
1315,2024-02-06,2024-02-10,31,76,Category Discount,In-Store,0.27,1.37
1316,2024-10-05,2024-10-11,38,54,Category Discount,Flyer,0.35,1.3
1317,2023-12-19,2023-12-21,17,76,Category Discount,App Notification,0.24,1.59
1318,2023-10-05,2023-10-07,2,12,Buy X Get Y,WhatsApp,0.1,1.78
1319,2021-10-10,2021-10-16,48,73,Festive Mega Sale,Flyer,0.2,2.0
1320,2023-10-12,2023-10-16,4,8,Buy X Get Y,WhatsApp,0.09,2.15
1321,2023-03-14,2023-03-22,19,64,Category Discount,Flyer,0.16,1.79
1322,2024-04-27,2024-05-03,23,96,Buy X Get Y,In-Store,0.31,2.15
1323,2023-07-21,2023-07-24,50,21,Category Discount,In-Store,0.24,1.63
1324,2021-12-28,2021-12-31,11,87,Category Discount,In-Store,0.2,1.78
1325,2023-03-19,2023-03-25,13,62,Price Drop,In-Store,0.35,2.13
1326,2024-01-03,2024-01-09,17,76,Clearance,In-Store,0.08,1.56
1327,2024-03-13,2024-03-18,29,13,Clearance,In-Store,0.08,1.48
1328,2022-05-18,2022-05-26,14,90,Category Discount,App Notification,0.29,1.27
1329,2023-06-21,2023-06-26,30,6,Category Discount,In-Store,0.22,1.69
1330,2023-06-29,2023-07-05,39,34,Category Discount,In-Store,0.25,1.4
1331,2023-02-08,2023-02-16,8,13,Combo Offer,Flyer,0.09,1.9
1332,2022-01-04,2022-01-09,28,61,Festive Mega Sale,In-Store,0.34,1.72
1333,2021-07-21,2021-07-23,32,23,Combo Offer,WhatsApp,0.25,2.0
1334,2023-07-25,2023-07-28,42,80,Combo Offer,Flyer,0.16,1.88
1335,2021-03-29,2021-04-03,21,79,Clearance,WhatsApp,0.32,1.65
1336,2024-07-11,2024-07-13,14,41,Category Discount,In-Store,0.18,1.54
1337,2025-09-07,2025-09-14,39,24,Weekend Saver,In-Store,0.08,1.26
1338,2025-12-30,2026-01-03,1,24,Buy X Get Y,In-Store,0.26,1.59
1339,2021-09-14,2021-09-20,37,75,Weekend Saver,App Notification,0.17,1.9
1340,2022-02-28,2022-03-05,48,18,Clearance,Billboard,0.26,1.87
1341,2025-11-01,2025-11-05,32,30,Buy X Get Y,App Notification,0.11,1.14
1342,2021-04-09,2021-04-16,46,39,Category Discount,Billboard,0.12,2.04
1343,2025-11-29,2025-12-02,30,73,Category Discount,Flyer,0.35,1.85
1344,2023-10-18,2023-10-23,12,27,Combo Offer,Flyer,0.07,1.34
1345,2023-10-04,2023-10-11,14,11,Combo Offer,In-Store,0.14,2.19
1346,2022-09-10,2022-09-18,28,89,Festive Mega Sale,In-Store,0.22,1.13
1347,2022-07-06,2022-07-14,39,21,Clearance,In-Store,0.31,1.32
1348,2024-06-08,2024-06-16,28,24,Clearance,In-Store,0.16,1.46
1349,2025-04-24,2025-04-26,14,20,Weekend Saver,In-Store,0.3,1.6
1350,2022-08-29,2022-09-05,46,36,Weekend Saver,In-Store,0.16,2.09
1351,2023-05-02,2023-05-06,17,23,Category Discount,In-Store,0.18,1.68
1352,2021-04-21,2021-04-25,35,56,Category Discount,WhatsApp,0.32,1.19
1353,2025-09-29,2025-10-05,4,82,Weekend Saver,In-Store,0.22,2.12
1354,2024-01-19,2024-01-27,47,73,Weekend Saver,Flyer,0.08,1.39
1355,2021-07-24,2021-07-28,11,35,Category Discount,In-Store,0.07,1.6
1356,2023-09-16,2023-09-23,22,45,Weekend Saver,In-Store,0.27,1.99
1357,2023-02-07,2023-02-14,16,85,Clearance,In-Store,0.3,1.32
1358,2025-03-05,2025-03-12,22,16,Festive Mega Sale,Flyer,0.32,1.75
1359,2025-11-09,2025-11-13,12,74,Festive Mega Sale,In-Store,0.33,1.37
1360,2022-12-19,2022-12-23,25,21,Combo Offer,In-Store,0.07,1.77
1361,2025-02-16,2025-02-19,20,3,Category Discount,In-Store,0.08,2.07
1362,2024-12-11,2024-12-19,32,98,Combo Offer,In-Store,0.09,2.01
1363,2022-07-09,2022-07-17,34,56,Clearance,Flyer,0.34,1.2
1364,2023-10-18,2023-10-23,30,8,Category Discount,In-Store,0.24,2.17
1365,2023-12-14,2023-12-19,36,44,Clearance,In-Store,0.08,1.78
1366,2024-07-27,2024-08-04,48,2,Clearance,Flyer,0.27,1.6
1367,2024-03-29,2024-04-03,9,64,Weekend Saver,In-Store,0.12,1.23
1368,2025-12-11,2025-12-15,14,40,Clearance,WhatsApp,0.15,1.29
1369,2021-04-01,2021-04-08,11,70,Category Discount,App Notification,0.28,1.97
1370,2023-04-29,2023-05-07,34,3,Clearance,In-Store,0.09,2.17
1371,2022-04-05,2022-04-13,6,55,Clearance,In-Store,0.15,1.6
